,peak_id,gene_short_name
15162,chr9_35115870_35117053,FAM214B
15163,chr9_35115870_35117053,FAM214B
15164,chr9_35115870_35117053,FAM214B
15165,chr9_35115898_35116126,FAM214B
15166,chr9_35115864_35116086,FAM214B
15167,chr9_35116906_35117226,FAM214B
15168,chr9_35115838_35116470,FAM214B
15169,chr9_35115838_35116470,FAM214B
15170,chr9_35115838_35116470,FAM214B
15171,chr9_35116868_35117074,FAM214B
15172,chr9_35115864_35116029,FAM214B
15173,chr9_35116655_35117065,FAM214B
15174,chr9_35115965_35116126,FAM214B
15175,chr9_35116295_35116450,FAM214B
15176,chr9_35115833_35117063,FAM214B
15177,chr9_35115833_35117063,FAM214B
15178,chr9_35116234_35116460,FAM214B
15179,chr9_35115823_35116018,FAM214B
15180,chr9_35116190_35116475,FAM214B
15181,chr9_35115904_35116519,FAM214B
15182,chr9_35115904_35116519,FAM214B
15183,chr9_35116738_35117170,FAM214B
15184,chr5_153490482_153490636,GRIA1
15185,chr5_13944896_13945026,DNAH5
15186,chr5_13945033_13945229,DNAH5
15187,chr5_13944822_13945197,DNAH5
15188,chr5_13945027_13945269,DNAH5
15189,chr5_13945027_13945184,DNAH5
15190,chr5_13944907_13945238,DNAH5
15191,chr5_13945311_13945532,DNAH5
15192,chr5_13945057_13945337,DNAH5
15193,chr1_169894816_169895721,SCYL3
15194,chr1_169894816_169895721,SCYL3
15195,chr1_169894816_169895721,SCYL3
15196,chr1_169894774_169895093,SCYL3
15197,chr5_108747438_108747601,FER
15198,chr5_108747438_108747650,FER
15199,chr5_108747426_108747628,FER
15200,chr5_108747438_108747585,FER
15201,chr5_108747421_108747672,FER
15202,chr5_108747438_108747595,FER
15203,chr2_201182780_201182954,CASP10
15204,chr15_25211626_25212320,SNORD115-23
15205,chr15_25211626_25212320,SNORD115-23
15206,chr15_25211684_25212183,SNORD115-23
15207,chr15_25211684_25212183,SNORD115-23
15208,chr15_25211640_25212315,SNORD115-23
15209,chr15_25211640_25212315,SNORD115-23
15210,chr4_17782206_17782430,FAM184B
15211,chr4_17782240_17782972,FAM184B
15212,chr4_17782313_17782543,FAM184B
15213,chr4_17782217_17782619,FAM184B
15214,chr4_17782165_17782397,FAM184B
15215,chr9_134917787_134918038,FCN1
15216,chr9_134917827_134918051,FCN1
15217,chr9_134917871_134918048,FCN1
15218,chr9_134917794_134918131,FCN1
15219,chr9_134917837_134918114,FCN1
15220,chr9_134917891_134918051,FCN1
15221,chr9_134917827_134918051,FCN1
15222,chr9_134917827_134918051,FCN1
15223,chr9_134917721_134918101,FCN1
15224,chr15_45431768_45432215,MIR147B
15225,chr15_45431575_45432210,MIR147B
15226,chr15_45431575_45432210,MIR147B
15227,chr15_45431728_45432221,MIR147B
15228,chr15_45431728_45432221,MIR147B
15229,chr9_16870384_16870805,BNC2
15230,chr9_16870787_16871005,BNC2
15231,chr9_16870644_16870834,BNC2
15232,chr9_16871642_16872119,BNC2
15233,chr17_38296368_38296545,MRPL45
15234,chr17_38296217_38297222,MRPL45
15235,chr17_38296217_38297222,MRPL45
15236,chr17_38296151_38297064,MRPL45
15237,chr17_38296151_38297064,MRPL45
15238,chr17_38296354_38297243,MRPL45
15239,chr17_38296354_38297243,MRPL45
15240,chr17_38296336_38296567,MRPL45
15241,chr17_38296705_38297039,MRPL45
15242,chr17_38296705_38297039,MRPL45
15243,chr17_38296158_38297064,MRPL45
15244,chr17_38296158_38297064,MRPL45
15245,chr17_38296158_38297064,MRPL45
15246,chr17_38296158_38296555,MRPL45
15247,chr17_38296704_38297110,MRPL45
15248,chr17_38296337_38296543,MRPL45
15249,chr17_38296704_38297031,MRPL45
15250,chr17_38296358_38297037,MRPL45
15251,chr17_38296358_38297037,MRPL45
15252,chr17_38295956_38297049,MRPL45
15253,chr17_38295956_38297049,MRPL45
15254,chr17_38295956_38297049,MRPL45
15255,chr17_38296358_38296550,MRPL45
15256,chr17_38296696_38297021,MRPL45
15257,chr17_38296696_38297021,MRPL45
15258,chr17_38296364_38297058,MRPL45
15259,chr17_38296364_38297058,MRPL45
15260,chr14_60650330_60650881,SIX1
15261,chr12_68808277_68808501,MDM2
15262,chr18_4455297_4455489,DLGAP1
15263,chr18_4455025_4455370,DLGAP1
15264,chr18_4455249_4455443,DLGAP1
15265,chr18_4455256_4455390,DLGAP1
15266,chr18_4455206_4455375,DLGAP1
15267,chr18_4455201_4455383,DLGAP1
15268,chr18_4454879_4455627,DLGAP1
15269,chr18_4454975_4455538,DLGAP1
15270,chr18_4454975_4455538,DLGAP1
15271,chr18_4454931_4455564,DLGAP1
15272,chr20_5509737_5510138,LINC01729
15273,chr20_5509631_5510544,LINC01729
15274,chr20_5509631_5510544,LINC01729
15275,chr20_5510148_5510514,LINC01729
15276,chr20_5510430_5510582,LINC01729
15277,chr20_5510405_5510555,LINC01729
15278,chr20_5510401_5510688,LINC01729
15279,chr20_5509666_5510006,LINC01729
15280,chr20_5510509_5510661,LINC01729
15281,chr20_5510031_5510708,LINC01729
15282,chr5_1633860_1634512,LOC728613
15283,chr5_1633860_1634457,LOC728613
15284,chr5_1633976_1634419,LOC728613
15285,chr5_1633921_1634180,LOC728613
15286,chr5_1633921_1634180,LOC728613
15287,chr5_1633908_1634402,LOC728613
15288,chr5_1633846_1634429,LOC728613
15289,chr5_1633889_1634367,LOC728613
15290,chr5_1634084_1634353,LOC728613
15291,chr5_1633976_1634402,LOC728613
15292,chr2_63841701_63842489,UGP2
15293,chr2_63841609_63842490,UGP2
15294,chr2_63841609_63842490,UGP2
15295,chr2_63841695_63842616,UGP2
15296,chr2_63841695_63842616,UGP2
15297,chr2_63841734_63842577,UGP2
15298,chr2_63841892_63842030,UGP2
15299,chr2_63841754_63842457,UGP2
15300,chr2_63841754_63842457,UGP2
15301,chr2_63841744_63842027,UGP2
15302,chr2_63841865_63842513,UGP2
15303,chr2_63841865_63842513,UGP2
15304,chr18_13641575_13641889,LDLRAD4
15305,chr18_13641548_13641769,LDLRAD4
15306,chr18_13641738_13641934,LDLRAD4
15307,chr6_32190764_32190925,PBX2
15308,chr20_49277816_49278039,ZFAS1
15309,chr20_49277803_49278039,ZFAS1
15310,chr20_49277830_49278038,ZFAS1
15311,chr22_43343247_43344054,SCUBE1
15312,chr22_43343247_43344054,SCUBE1
15313,chr22_43343223_43343928,SCUBE1
15314,chr22_43343223_43343928,SCUBE1
15315,chr22_43343224_43343471,SCUBE1
15316,chr4_3463226_3463781,DOK7
15317,chr4_3463137_3463488,DOK7
15318,chr4_3463226_3463499,DOK7
15319,chr4_3463188_3463540,DOK7
15320,chr4_3463251_3463604,DOK7
15321,chr4_3463226_3463478,DOK7
15322,chr4_3463226_3463503,DOK7
15323,chr8_17722023_17722272,MTUS1
15324,chr8_17722224_17722493,MTUS1
15325,chr9_124260849_124261383,LOC613206
15326,chr9_124260582_124261348,LOC613206
15327,chr9_124261550_124262328,LOC613206
15328,chr9_124261780_124262315,LOC613206
15329,chr9_124261995_124262174,LOC613206
15330,chr9_124261968_124262321,LOC613206
15331,chr9_124261968_124262321,LOC613206
15332,chr9_124261983_124262298,LOC613206
15333,chr9_124261968_124262230,LOC613206
15334,chr9_124261895_124262239,LOC613206
15335,chr9_124261964_124262359,LOC613206
15336,chr9_124261968_124262128,LOC613206
15337,chr9_124262043_124262421,LOC613206
15338,chr9_124261797_124262474,LOC613206
15339,chr9_124261797_124262474,LOC613206
15340,chr7_927815_927962,ADAP1
15341,chr10_35090262_35090633,CUL2
15342,chr10_35090399_35090564,CUL2
15343,chr10_35090391_35090568,CUL2
15344,chr10_35090396_35090554,CUL2
15345,chr6_151325406_151326258,AKAP12
15346,chr6_151325619_151326140,AKAP12
15347,chr6_151325425_151326212,AKAP12
15348,chr6_151325425_151326103,AKAP12
15349,chr6_24402972_24403804,MRS2
15350,chr6_24402971_24403690,MRS2
15351,chr6_24402971_24403694,MRS2
15352,chr6_24402952_24403755,MRS2
15353,chr6_24402982_24403694,MRS2
15354,chr6_24402865_24403744,MRS2
15355,chr6_24402947_24403743,MRS2
15356,chr6_24402940_24403700,MRS2
15357,chr6_24402979_24403737,MRS2
15358,chr6_24402922_24403587,MRS2
15359,chr6_24402980_24403706,MRS2
15360,chr6_24403002_24403700,MRS2
15361,chr6_24402991_24403552,MRS2
15362,chr1_1279657_1279907,SCNN1D
15363,chr1_1279612_1279876,SCNN1D
15364,chr1_1280153_1280423,SCNN1D
15365,chr1_1279504_1280803,SCNN1D
15366,chr1_1279504_1280803,SCNN1D
15367,chr1_1279504_1280803,SCNN1D
15368,chr1_1279537_1280953,SCNN1D
15369,chr1_1279537_1280953,SCNN1D
15370,chr1_1280127_1281076,SCNN1D
15371,chr1_1280127_1281076,SCNN1D
15372,chr1_1280127_1281076,SCNN1D
15373,chr1_1280079_1281083,SCNN1D
15374,chr1_1280079_1281083,SCNN1D
15375,chr1_1280094_1280810,SCNN1D
15376,chr1_1280094_1280810,SCNN1D
15377,chr1_1280062_1280695,SCNN1D
15378,chr1_1280122_1280449,SCNN1D
15379,chr1_1280258_1280422,SCNN1D
15380,chr1_1280138_1280449,SCNN1D
15381,chr1_1280189_1280451,SCNN1D
15382,chr1_1280248_1280791,SCNN1D
15383,chr5_124439180_124439404,LINC01170
15384,chr19_49363173_49363585,DKKL1
15385,chr19_49363307_49363628,DKKL1
15386,chr13_44141843_44141997,SMIM2-AS1
15387,chr18_712465_712980,ENOSF1
15388,chr18_712482_712874,ENOSF1
15389,chr18_711532_712993,ENOSF1
15390,chr18_711532_712993,ENOSF1
15391,chr18_712465_713003,ENOSF1
15392,chr18_712548_712983,ENOSF1
15393,chr18_712526_713126,ENOSF1
15394,chr18_712498_713028,ENOSF1
15395,chr18_712566_713042,ENOSF1
15396,chr18_712549_712885,ENOSF1
15397,chr18_712575_713001,ENOSF1
15398,chr18_712501_712920,ENOSF1
15399,chr18_712502_712927,ENOSF1
15400,chr18_712483_712927,ENOSF1
15401,chr18_712237_712979,ENOSF1
15402,chr6_24583614_24583896,KIAA0319
15403,chr6_24583591_24583814,KIAA0319
15404,chr6_24583797_24584126,KIAA0319
15405,chr6_24583795_24584211,KIAA0319
15406,chr6_24583811_24584351,KIAA0319
15407,chr6_24583811_24584351,KIAA0319
15408,chr6_24583797_24584405,KIAA0319
15409,chr6_24583726_24584564,KIAA0319
15410,chr5_16935752_16936692,MYO10
15411,chr5_16935672_16936521,MYO10
15412,chr5_16937156_16937394,MYO10
15413,chr5_16935609_16937095,MYO10
15414,chr5_16935609_16937095,MYO10
15415,chr5_16935609_16937095,MYO10
15416,chr5_16935601_16937393,MYO10
15417,chr5_16935601_16937393,MYO10
15418,chr5_16935601_16937393,MYO10
15419,chr5_16936103_16936428,MYO10
15420,chr5_16936103_16936428,MYO10
15421,chr5_16935514_16936842,MYO10
15422,chr5_16935514_16936842,MYO10
15423,chr5_16935514_16936842,MYO10
15424,chr5_16935607_16936438,MYO10
15425,chr5_16935607_16936438,MYO10
15426,chr5_16935607_16936438,MYO10
15427,chr5_16935607_16936438,MYO10
15428,chr5_16936567_16937399,MYO10
15429,chr5_16936567_16937399,MYO10
15430,chr5_16936567_16937399,MYO10
15431,chr5_16936253_16936404,MYO10
15432,chr5_16936593_16937063,MYO10
15433,chr5_16935551_16936406,MYO10
15434,chr5_16935551_16936406,MYO10
15435,chr5_16935551_16936406,MYO10
15436,chr5_16936751_16936953,MYO10
15437,chr5_16935589_16936402,MYO10
15438,chr5_16935589_16936402,MYO10
15439,chr5_16935564_16936653,MYO10
15440,chr5_16935564_16936653,MYO10
15441,chr5_16935564_16936653,MYO10
15442,chr5_16936962_16937430,MYO10
15443,chr5_16935796_16936696,MYO10
15444,chr5_16935796_16936909,MYO10
15445,chr5_16935796_16936909,MYO10
15446,chr5_16935986_16936830,MYO10
15447,chr5_16935986_16936830,MYO10
15448,chr5_16935986_16936830,MYO10
15449,chr1_19210731_19210918,EMC1-AS1
15450,chr8_130084597_130084891,ASAP1-IT2
15451,chr8_130084618_130084927,ASAP1-IT2
15452,chr8_130084522_130084935,ASAP1-IT2
15453,chr8_130084595_130084946,ASAP1-IT2
15454,chr8_130084580_130084780,ASAP1-IT2
15455,chr8_130084587_130084852,ASAP1-IT2
15456,chr15_70703012_70703246,UACA
15457,chr15_70703005_70703189,UACA
15458,chr8_116325442_116325961,LINC00536
15459,chr8_116325630_116325961,LINC00536
15460,chr8_116325633_116325919,LINC00536
15461,chr6_5085091_5085312,PPP1R3G
15462,chr6_5084679_5086170,PPP1R3G
15463,chr6_5084727_5086228,PPP1R3G
15464,chr6_5084727_5086228,PPP1R3G
15465,chr6_5084727_5086228,PPP1R3G
15466,chr6_5084649_5086158,PPP1R3G
15467,chr6_5084649_5086158,PPP1R3G
15468,chr6_5084649_5086158,PPP1R3G
15469,chr6_5084649_5086158,PPP1R3G
15470,chr6_5085337_5085541,PPP1R3G
15471,chr6_5085134_5085341,PPP1R3G
15472,chr6_5084670_5085312,PPP1R3G
15473,chr7_192185_192610,FAM20C
15474,chr7_192180_193061,FAM20C
15475,chr7_192180_193061,FAM20C
15476,chr7_192030_193283,FAM20C
15477,chr7_192132_193101,FAM20C
15478,chr7_192249_192749,FAM20C
15479,chr7_192174_192559,FAM20C
15480,chr7_192378_192513,FAM20C
15481,chr7_192391_192533,FAM20C
15482,chr7_192028_193283,FAM20C
15483,chr7_192174_192593,FAM20C
15484,chr7_192018_192846,FAM20C
15485,chr7_191518_193404,FAM20C
15486,chr7_191518_193404,FAM20C
15487,chr1_150980694_150981155,ANXA9
15488,chr1_150980694_150981129,ANXA9
15489,chr1_150980671_150981102,ANXA9
15490,chr1_150980654_150981025,ANXA9
15491,chr1_150980654_150981129,ANXA9
15492,chr1_150980654_150981129,ANXA9
15493,chr22_32357727_32357946,RFPL3
15494,chr19_58304284_58304722,ERVK3-1
15495,chr19_58304465_58304613,ERVK3-1
15496,chr7_23299025_23299245,MALSU1
15497,chr12_8696805_8697059,RIMKLB
15498,chr19_50969609_50969920,KLK6
15499,chr5_66595211_66595556,MAST4
15500,chr1_52926337_52926621,SCP2
15501,chr1_52926518_52926806,SCP2
15502,chr1_153550156_153550335,S100A3
15503,chr1_153550194_153550455,S100A3
15504,chr1_153550208_153550372,S100A3
15505,chr1_153550158_153550355,S100A3
15506,chr12_8032362_8032563,FOXJ2
15507,chr11_119204983_119205470,CBL
15508,chr11_119204854_119205334,CBL
15509,chr11_119204968_119205408,CBL
15510,chr11_119204895_119205449,CBL
15511,chr11_119204955_119205454,CBL
15512,chr6_24910806_24911468,RIPOR2
15513,chr6_24910883_24911458,RIPOR2
15514,chr6_24910959_24911490,RIPOR2
15515,chr6_24910887_24911116,RIPOR2
15516,chr6_24911073_24911325,RIPOR2
15517,chr6_24910973_24911149,RIPOR2
15518,chr6_24910873_24911802,RIPOR2
15519,chr6_24910873_24911802,RIPOR2
15520,chr6_24911189_24911539,RIPOR2
15521,chr2_40430307_40430447,SLC8A1
15522,chr12_119667769_119668010,PRKAB1
15523,chr12_119667774_119668047,PRKAB1
15524,chr16_75268285_75268549,BCAR1
15525,chr16_75268166_75268514,BCAR1
15526,chr16_75268207_75268522,BCAR1
15527,chr4_39044731_39045173,KLHL5
15528,chr4_39044731_39045173,KLHL5
15529,chr4_39044762_39045152,KLHL5
15530,chr4_39044762_39045152,KLHL5
15531,chr4_39044754_39045005,KLHL5
15532,chr20_45792650_45792796,DNTTIP1
15533,chr19_2476016_2476203,GADD45B
15534,chr19_2474648_2475257,GADD45B
15535,chr19_2474648_2475319,GADD45B
15536,chr19_2474785_2475232,GADD45B
15537,chr19_2476014_2476286,GADD45B
15538,chr19_2474663_2475307,GADD45B
15539,chr19_2476007_2476154,GADD45B
15540,chr19_2475940_2476335,GADD45B
15541,chr19_2475979_2476163,GADD45B
15542,chr19_2476012_2476231,GADD45B
15543,chr19_2475980_2476263,GADD45B
15544,chr19_2475751_2476669,GADD45B
15545,chr19_2475751_2476669,GADD45B
15546,chr19_2476061_2476281,GADD45B
15547,chr19_2475913_2476291,GADD45B
15548,chr19_2475913_2476291,GADD45B
15549,chr19_2474643_2476263,GADD45B
15550,chr19_2474643_2476263,GADD45B
15551,chr19_2474643_2476263,GADD45B
15552,chr6_12290330_12290634,EDN1
15553,chr6_12290235_12290690,EDN1
15554,chr6_12290291_12290678,EDN1
15555,chr6_12290216_12290701,EDN1
15556,chr6_12290283_12290693,EDN1
15557,chr6_12290207_12290711,EDN1
15558,chr6_12290207_12290711,EDN1
15559,chr6_12290215_12290705,EDN1
15560,chr6_12290215_12290705,EDN1
15561,chr6_12290204_12290678,EDN1
15562,chr6_12290325_12290690,EDN1
15563,chr6_12290325_12290690,EDN1
15564,chr6_12290087_12290704,EDN1
15565,chr6_12290087_12290704,EDN1
15566,chr6_12290197_12290686,EDN1
15567,chr6_12290197_12290686,EDN1
15568,chr6_12290136_12290701,EDN1
15569,chr6_12290136_12290701,EDN1
15570,chr8_63769004_63769178,LINC01289
15571,chr17_56832717_56834311,DGKE
15572,chr17_56832717_56834311,DGKE
15573,chr11_102317373_102317621,BIRC3
15574,chr11_102317242_102317811,BIRC3
15575,chr11_102317240_102317821,BIRC3
15576,chr11_102317456_102317738,BIRC3
15577,chr11_102317467_102317645,BIRC3
15578,chr11_102317373_102317645,BIRC3
15579,chr17_6655882_6656170,MIR4520-1
15580,chr17_6655882_6656165,MIR4520-1
15581,chr17_6655852_6656262,MIR4520-1
15582,chr17_6655865_6656170,MIR4520-1
15583,chr17_6655823_6656170,MIR4520-1
15584,chr17_6655832_6656172,MIR4520-1
15585,chr17_6655837_6656093,MIR4520-1
15586,chr17_6655881_6656149,MIR4520-1
15587,chr17_6655839_6656425,MIR4520-1
15588,chr6_96898227_96898406,KLHL32
15589,chr6_96898222_96898482,KLHL32
15590,chr6_96898227_96898658,KLHL32
15591,chr5_38845807_38846278,OSMR-AS1
15592,chr5_38845748_38846381,OSMR-AS1
15593,chr5_38845786_38846409,OSMR-AS1
15594,chr5_38845786_38846409,OSMR-AS1
15595,chr5_38845795_38846328,OSMR-AS1
15596,chr5_38845796_38846356,OSMR-AS1
15597,chr5_38845527_38846462,OSMR-AS1
15598,chr5_38845807_38846403,OSMR-AS1
15599,chr5_38845732_38846569,OSMR-AS1
15600,chr5_38845768_38846928,OSMR-AS1
15601,chr5_38845686_38846865,OSMR-AS1
15602,chr5_38845686_38846865,OSMR-AS1
15603,chr5_38845381_38846926,OSMR-AS1
15604,chr5_38845796_38846539,OSMR-AS1
15605,chr5_38845467_38846565,OSMR-AS1
15606,chr5_38845467_38846565,OSMR-AS1
15607,chr5_38845740_38846657,OSMR-AS1
15608,chr5_1523975_1524327,LPCAT1
15609,chr5_1524050_1524433,LPCAT1
15610,chr5_1523760_1524447,LPCAT1
15611,chr5_1523760_1524447,LPCAT1
15612,chr5_1523760_1524447,LPCAT1
15613,chr5_1524016_1524457,LPCAT1
15614,chr5_1524016_1524457,LPCAT1
15615,chr5_1523825_1524381,LPCAT1
15616,chr5_1523838_1524223,LPCAT1
15617,chr5_1523541_1524427,LPCAT1
15618,chr5_1523331_1524457,LPCAT1
15619,chr5_1523331_1524457,LPCAT1
15620,chr5_1523667_1524435,LPCAT1
15621,chr5_1523710_1524433,LPCAT1
15622,chr5_1523710_1524433,LPCAT1
15623,chr5_1523710_1524433,LPCAT1
15624,chr5_1523410_1524178,LPCAT1
15625,chr5_1523411_1524447,LPCAT1
15626,chr5_1523411_1524447,LPCAT1
15627,chr5_1523149_1524427,LPCAT1
15628,chr5_1523149_1524427,LPCAT1
15629,chr3_39192800_39193281,XIRP1
15630,chr3_39192566_39193417,XIRP1
15631,chr3_39192566_39193417,XIRP1
15632,chr3_39192662_39193437,XIRP1
15633,chr3_39192511_39192763,XIRP1
15634,chr3_39192521_39192701,XIRP1
15635,chr3_39192566_39192718,XIRP1
15636,chr3_39192521_39193380,XIRP1
15637,chr3_39192871_39193277,XIRP1
15638,chr3_39192871_39193277,XIRP1
15639,chr3_39192570_39193374,XIRP1
15640,chr3_39192509_39192701,XIRP1
15641,chr3_129001656_129001905,KIAA1257
15642,chr19_21081422_21081587,ZNF714
15643,chr12_57782828_57783174,TSFM
15644,chr17_8295133_8295452,SLC25A35
15645,chr17_8295133_8295540,SLC25A35
15646,chr17_8295208_8295344,SLC25A35
15647,chr17_8295229_8295435,SLC25A35
15648,chr4_40306644_40306815,LINC02265
15649,chr19_35531854_35532657,GAPDHS
15650,chr19_35532310_35532513,GAPDHS
15651,chr9_5509626_5509955,PDCD1LG2
15652,chr9_5509640_5510096,PDCD1LG2
15653,chr9_5509507_5510151,PDCD1LG2
15654,chr9_5509621_5510108,PDCD1LG2
15655,chr9_5509538_5510096,PDCD1LG2
15656,chr9_5509529_5510076,PDCD1LG2
15657,chr9_5509606_5510108,PDCD1LG2
15658,chr9_5509645_5509940,PDCD1LG2
15659,chr9_5509700_5509905,PDCD1LG2
15660,chr9_5509507_5510103,PDCD1LG2
15661,chr9_5510485_5510637,PDCD1LG2
15662,chr18_47176833_47177092,IER3IP1
15663,chr19_3062158_3063024,TLE5
15664,chr19_3062449_3062975,TLE5
15665,chr19_3061745_3063023,TLE5
15666,chr19_3061745_3063023,TLE5
15667,chr19_3062561_3062975,TLE5
15668,chr20_46008659_46008821,MMP9
15669,chr18_5294626_5296762,ZBTB14
15670,chr18_5294626_5296762,ZBTB14
15671,chr18_5294626_5296762,ZBTB14
15672,chr18_5294626_5296762,ZBTB14
15673,chr18_5294807_5297036,ZBTB14
15674,chr18_5294807_5297036,ZBTB14
15675,chr18_5294807_5297036,ZBTB14
15676,chr18_5294807_5297036,ZBTB14
15677,chr18_5294807_5297036,ZBTB14
15678,chr18_5294807_5297036,ZBTB14
15679,chr18_5294807_5297036,ZBTB14
15680,chr18_5294612_5297053,ZBTB14
15681,chr18_5294612_5297053,ZBTB14
15682,chr18_5294612_5297053,ZBTB14
15683,chr18_5294612_5297053,ZBTB14
15684,chr18_5294612_5297053,ZBTB14
15685,chr18_5294819_5297018,ZBTB14
15686,chr18_5294819_5297018,ZBTB14
15687,chr18_5294819_5297018,ZBTB14
15688,chr18_5294819_5297018,ZBTB14
15689,chr18_5295253_5297018,ZBTB14
15690,chr18_5295253_5297018,ZBTB14
15691,chr18_5295332_5296998,ZBTB14
15692,chr18_5295332_5296998,ZBTB14
15693,chr18_5295332_5296998,ZBTB14
15694,chr18_5295332_5296998,ZBTB14
15695,chr18_5295697_5297053,ZBTB14
15696,chr18_5295697_5297053,ZBTB14
15697,chr18_5295620_5296509,ZBTB14
15698,chr18_5296017_5297026,ZBTB14
15699,chr18_5296017_5297026,ZBTB14
15700,chr18_5294655_5297038,ZBTB14
15701,chr18_5294655_5297038,ZBTB14
15702,chr18_5294655_5297038,ZBTB14
15703,chr18_5294655_5297038,ZBTB14
15704,chr18_5294639_5297038,ZBTB14
15705,chr18_5294639_5297038,ZBTB14
15706,chr18_5294639_5297038,ZBTB14
15707,chr18_5294639_5297038,ZBTB14
15708,chr18_5294639_5297038,ZBTB14
15709,chr18_5294639_5297038,ZBTB14
15710,chr18_5295036_5296942,ZBTB14
15711,chr18_5295036_5296942,ZBTB14
15712,chr18_5295036_5296942,ZBTB14
15713,chr18_5295036_5296942,ZBTB14
15714,chr18_5295036_5296942,ZBTB14
15715,chr18_5294824_5296989,ZBTB14
15716,chr18_5294824_5296989,ZBTB14
15717,chr18_5294824_5296989,ZBTB14
15718,chr18_5294824_5296989,ZBTB14
15719,chr18_5294824_5296989,ZBTB14
15720,chr18_5294824_5296989,ZBTB14
15721,chr18_5294814_5297043,ZBTB14
15722,chr18_5294814_5297043,ZBTB14
15723,chr18_5294814_5297043,ZBTB14
15724,chr18_5294814_5297043,ZBTB14
15725,chr5_177591273_177591483,TMED9
15726,chr5_177591271_177591438,TMED9
15727,chr5_177591216_177591455,TMED9
15728,chr5_177591285_177591504,TMED9
15729,chr5_177591235_177591431,TMED9
15730,chr5_177591290_177591431,TMED9
15731,chr5_177591309_177591453,TMED9
15732,chr5_177591639_177591802,TMED9
15733,chr4_1713426_1715091,SLBP
15734,chr4_1713426_1715091,SLBP
15735,chr4_1713453_1715006,SLBP
15736,chr4_1713453_1715006,SLBP
15737,chr4_1713428_1714812,SLBP
15738,chr4_1713428_1714812,SLBP
15739,chr4_1713428_1714812,SLBP
15740,chr4_1713192_1714812,SLBP
15741,chr4_1713192_1714812,SLBP
15742,chr4_1713192_1714812,SLBP
15743,chr4_1713192_1714812,SLBP
15744,chr4_1713192_1714812,SLBP
15745,chr4_1713192_1714812,SLBP
15746,chr4_1713726_1714861,SLBP
15747,chr4_1713726_1714861,SLBP
15748,chr4_1713383_1714824,SLBP
15749,chr4_1713383_1714824,SLBP
15750,chr4_1713407_1714045,SLBP
15751,chr4_1713407_1714045,SLBP
15752,chr4_1713407_1714045,SLBP
15753,chr4_1713556_1714853,SLBP
15754,chr4_1713556_1714853,SLBP
15755,chr4_1713556_1714853,SLBP
15756,chr4_1713409_1714868,SLBP
15757,chr4_1713409_1714868,SLBP
15758,chr4_1713409_1714868,SLBP
15759,chr4_1713409_1714868,SLBP
15760,chr4_1713654_1714587,SLBP
15761,chr4_1713654_1714587,SLBP
15762,chr4_1713724_1714812,SLBP
15763,chr4_1713724_1714812,SLBP
15764,chr4_1713724_1714812,SLBP
15765,chr4_1713448_1714757,SLBP
15766,chr8_11704117_11704416,GATA4
15767,chr8_11704091_11704421,GATA4
15768,chr8_11704105_11704463,GATA4
15769,chr8_11704152_11704426,GATA4
15770,chr8_11703097_11703268,GATA4
15771,chr8_11704104_11704410,GATA4
15772,chr8_11704117_11704421,GATA4
15773,chr15_31326408_31326712,KLF13
15774,chr15_31326404_31326750,KLF13
15775,chr9_469927_470553,KANK1
15776,chr9_469927_470553,KANK1
15777,chr9_469916_470543,KANK1
15778,chr9_469908_470543,KANK1
15779,chr9_470157_470375,KANK1
15780,chr9_470238_470451,KANK1
15781,chr9_470095_470398,KANK1
15782,chr9_470095_470400,KANK1
15783,chr9_470095_470402,KANK1
15784,chr9_470082_470398,KANK1
15785,chr9_470082_470398,KANK1
15786,chr9_470095_470575,KANK1
15787,chr9_470001_470499,KANK1
15788,chr16_30609602_30609738,ZNF689
15789,chr16_30609589_30609837,ZNF689
15790,chr16_30609595_30609809,ZNF689
15791,chr16_30609540_30609802,ZNF689
15792,chr16_30609624_30609793,ZNF689
15793,chr16_30609591_30609937,ZNF689
15794,chr11_124952952_124953276,CCDC15
15795,chr11_124952938_124953187,CCDC15
15796,chr11_124952763_124953299,CCDC15
15797,chr11_124952757_124953317,CCDC15
15798,chr11_124952772_124953309,CCDC15
15799,chr11_124952783_124953376,CCDC15
15800,chr11_124952763_124953344,CCDC15
15801,chr11_124952911_124953259,CCDC15
15802,chr11_124952938_124953375,CCDC15
15803,chr11_124952938_124953277,CCDC15
15804,chr11_124952943_124953268,CCDC15
15805,chr4_88378063_88378220,HERC6
15806,chr14_19434442_19434687,POTEG
15807,chr14_19434486_19434640,POTEG
15808,chr9_33795359_33795568,PRSS3
15809,chr9_33795305_33795683,PRSS3
15810,chr9_33795352_33795696,PRSS3
15811,chr9_33795369_33795511,PRSS3
15812,chr9_33795308_33795533,PRSS3
15813,chr9_33794698_33794836,PRSS3
15814,chr9_33795342_33795546,PRSS3
15815,chr9_33795342_33795529,PRSS3
15816,chr9_33795318_33795533,PRSS3
15817,chr11_64902275_64902659,MIR6749
15818,chr11_64901956_64902691,MIR6749
15819,chr11_64901956_64902691,MIR6749
15820,chr11_64901760_64902771,MIR6749
15821,chr11_64901765_64902728,MIR6749
15822,chr11_64901863_64902772,MIR6749
15823,chr11_64901863_64902772,MIR6749
15824,chr11_64901863_64902772,MIR6749
15825,chr11_64901852_64902777,MIR6749
